 Format                 IAGA-2002                                    |
 Source of Data         WDC for Geomagnetism, Kyoto, Japan           |
 Station Name           Equatorial Dst index                         |
 IAGA CODE              Dst                                          |
 Geodetic Latitude                                                   |
 Geodetic Longitude                                                  |
 Elevation                                                           |
 Reported               Dst                                          |
 Sensor Orientation                                                  |
 Digital Sampling                                                    |
 Data Interval Type     1-hour                                       |
 Data Type              Quicklook                                    |
 # Converted to IAGA2002 format by the International Service of      |
 #  Geomagnetic indices (ISGI, http://isgi.unistra.fr)               |
 # The values in the raw of 00:00:00.000 are the mean values         |
 #  between 00:00UT and 01:00UT, etc.                                |
 # Missing values are indicated by value 9999                        |
 # Dst: Disturbed Storm Time, unit 1 nT                              |
 #                                                                   |
 # DOI citation:  http://dx.doi.org/10.17593/14515-74000             |
 #                                                                   |
 # For more information on Dst index, please visit                   |
 #  World Data Center for Geomagnetism (Kyoto) website :             |
 #  http://wdc.kugi.kyoto-u.ac.jp/                                   |
DATE       TIME         DOY    Dst                                   |
2017-09-09 12:00:00.000 252    -61
2017-09-09 13:00:00.000 252    -63
2017-09-09 14:00:00.000 252    -62
2017-09-09 15:00:00.000 252    -58
2017-09-09 16:00:00.000 252    -55
2017-09-09 17:00:00.000 252    -53
2017-09-09 18:00:00.000 252    -54
2017-09-09 19:00:00.000 252    -55
2017-09-09 20:00:00.000 252    -55
2017-09-09 21:00:00.000 252    -53
2017-09-09 22:00:00.000 252    -51
2017-09-09 23:00:00.000 252    -53
2017-09-10 00:00:00.000 253    -53
2017-09-10 01:00:00.000 253    -53
2017-09-10 02:00:00.000 253    -52
2017-09-10 03:00:00.000 253    -50
2017-09-10 04:00:00.000 253    -45
2017-09-10 05:00:00.000 253    -43
2017-09-10 06:00:00.000 253    -43
2017-09-10 07:00:00.000 253    -41
2017-09-10 08:00:00.000 253    -40
2017-09-10 09:00:00.000 253    -39
2017-09-10 10:00:00.000 253    -39
2017-09-10 11:00:00.000 253    -39
2017-09-10 12:00:00.000 253    -40
2017-09-10 13:00:00.000 253    -42
2017-09-10 14:00:00.000 253    -40
2017-09-10 15:00:00.000 253    -38
2017-09-10 16:00:00.000 253    -36
2017-09-10 17:00:00.000 253    -36
2017-09-10 18:00:00.000 253    -37
2017-09-10 19:00:00.000 253    -37
2017-09-10 20:00:00.000 253    -41
2017-09-10 21:00:00.000 253    -42
2017-09-10 22:00:00.000 253    -47
2017-09-10 23:00:00.000 253    -41
2017-09-11 00:00:00.000 254    -41
2017-09-11 01:00:00.000 254    -38
2017-09-11 02:00:00.000 254    -35
2017-09-11 03:00:00.000 254    -31
2017-09-11 04:00:00.000 254    -30
2017-09-11 05:00:00.000 254    -31
2017-09-11 06:00:00.000 254    -34
2017-09-11 07:00:00.000 254    -36
2017-09-11 08:00:00.000 254    -31
2017-09-11 09:00:00.000 254    -26
2017-09-11 10:00:00.000 254    -28
2017-09-11 11:00:00.000 254    -25
2017-09-11 12:00:00.000 254    -23
2017-09-11 13:00:00.000 254    -22
2017-09-11 14:00:00.000 254    -22
2017-09-11 15:00:00.000 254    -22
2017-09-11 16:00:00.000 254    -22
2017-09-11 17:00:00.000 254    -23
2017-09-11 18:00:00.000 254    -24
2017-09-11 19:00:00.000 254    -25
2017-09-11 20:00:00.000 254    -26
2017-09-11 21:00:00.000 254    -25
2017-09-11 22:00:00.000 254    -24
2017-09-11 23:00:00.000 254    -29
2017-09-12 00:00:00.000 255    -24
2017-09-12 01:00:00.000 255    -25
2017-09-12 02:00:00.000 255    -22
2017-09-12 03:00:00.000 255    -18
2017-09-12 04:00:00.000 255    -14
2017-09-12 05:00:00.000 255    -13
2017-09-12 06:00:00.000 255    -14
2017-09-12 07:00:00.000 255     -8
2017-09-12 08:00:00.000 255    -10
2017-09-12 09:00:00.000 255    -14
2017-09-12 10:00:00.000 255    -19
2017-09-12 11:00:00.000 255    -30
2017-09-12 12:00:00.000 255    -35
2017-09-12 13:00:00.000 255    -35
2017-09-12 14:00:00.000 255    -30
2017-09-12 15:00:00.000 255    -24
2017-09-12 16:00:00.000 255    -22
2017-09-12 17:00:00.000 255    -22
2017-09-12 18:00:00.000 255    -19
2017-09-12 19:00:00.000 255    -18
2017-09-12 20:00:00.000 255     -7
2017-09-12 21:00:00.000 255     -4
2017-09-12 22:00:00.000 255     -9
2017-09-12 23:00:00.000 255    -25
2017-09-13 00:00:00.000 256    -50
2017-09-13 01:00:00.000 256    -42
2017-09-13 02:00:00.000 256    -35
2017-09-13 03:00:00.000 256    -33
2017-09-13 04:00:00.000 256    -38
2017-09-13 05:00:00.000 256    -41
2017-09-13 06:00:00.000 256    -39
2017-09-13 07:00:00.000 256    -41
2017-09-13 08:00:00.000 256    -39
2017-09-13 09:00:00.000 256    -30
2017-09-13 10:00:00.000 256    -26
2017-09-13 11:00:00.000 256    -22
2017-09-13 12:00:00.000 256    -21
2017-09-13 13:00:00.000 256    -22
2017-09-13 14:00:00.000 256    -21
2017-09-13 15:00:00.000 256    -23
2017-09-13 16:00:00.000 256    -25
2017-09-13 17:00:00.000 256    -23
2017-09-13 18:00:00.000 256    -23
2017-09-13 19:00:00.000 256    -24
2017-09-13 20:00:00.000 256    -26
2017-09-13 21:00:00.000 256    -26
2017-09-13 22:00:00.000 256    -25
2017-09-13 23:00:00.000 256    -22
2017-09-14 00:00:00.000 257    -24
2017-09-14 01:00:00.000 257    -17
2017-09-14 02:00:00.000 257    -12
2017-09-14 03:00:00.000 257    -14
2017-09-14 04:00:00.000 257    -15
2017-09-14 05:00:00.000 257    -17
2017-09-14 06:00:00.000 257    -18
2017-09-14 07:00:00.000 257    -20
2017-09-14 08:00:00.000 257    -18
2017-09-14 09:00:00.000 257    -11
2017-09-14 10:00:00.000 257    -11
2017-09-14 11:00:00.000 257     -4
2017-09-14 12:00:00.000 257      9
2017-09-14 13:00:00.000 257      5
2017-09-14 14:00:00.000 257      0
2017-09-14 15:00:00.000 257    -28
2017-09-14 16:00:00.000 257    -38
2017-09-14 17:00:00.000 257    -42
2017-09-14 18:00:00.000 257    -46
2017-09-14 19:00:00.000 257    -47
2017-09-14 20:00:00.000 257    -53
2017-09-14 21:00:00.000 257    -45
2017-09-14 22:00:00.000 257    -35
2017-09-14 23:00:00.000 257    -35
2017-09-15 00:00:00.000 258    -42
2017-09-15 01:00:00.000 258    -40
2017-09-15 02:00:00.000 258    -37
2017-09-15 03:00:00.000 258    -36
2017-09-15 04:00:00.000 258    -39
2017-09-15 05:00:00.000 258    -34
2017-09-15 06:00:00.000 258    -33
2017-09-15 07:00:00.000 258    -34
2017-09-15 08:00:00.000 258    -27
2017-09-15 09:00:00.000 258    -31
2017-09-15 10:00:00.000 258    -23
2017-09-15 11:00:00.000 258    -30
